Loaded guess DOFs from: out_less_gates_twist_windowed_test1/opt_dofs_2026-08-23_01-07-13.npy (195 values)
Loaded endurance_tracks/Michigan-2019-endurance_gates.csv: 141 gates

===== Windowed sweep (window=6, step=5) =====


Obj funtion: (0.5478759862154124, 0.0039010543504252038)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862521216, 0.003901054349968902)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862358362, 0.0039010544860205165)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759872546856, 0.0039010543939267395)   (rho_normalized calls: 735) 


Obj funtion: (0.547875986209373, 0.0039010543525538344)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759861868449, 0.0039010543519517604)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759861837076, 0.0039010543488960936)   (rho_normalized calls: 735) 


Obj funtion: (0.547875986109717, 0.0039010543590195512)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759866587288, 0.0039010543901231154)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759861615888, 0.003901054339976673)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862033319, 0.003901054350326061)   (rho_normalized calls: 735) 


Obj funtion: (0.547875986203148, 0.003901054350078259)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862049616, 0.003901054350176958)   (rho_normalized calls: 735) 


Obj funtion: (0.547875986205785, 0.003901054350068045)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759861957918, 0.0039010543586073254)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759861871916, 0.0039010543186439595)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759861979606, 0.0039010543489099714)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862077602, 0.003901054350360589)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862007424, 0.0039010543501797335)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862006327, 0.00390105435157162)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862331086, 0.0039010543627552297)   (rho_normalized calls: 735) 


Obj funtion: (0.5478759862004899, 0.0039010543544268916)   (rho_normalized calls: 735) 


Obj funtion: (0.5366554657428371, 0.009138293329107428)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554666910938, 0.009138293302235256)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554664613283, 0.009138293295441358)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554662907025, 0.00913829331976379)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554650520564, 0.009138293403382569)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554655633077, 0.00913829387111964)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554738658481, 0.009138291142728794)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657510187, 0.00913829333228755)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657515716, 0.009138293329969849)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657549697, 0.009138293329442382)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657892714, 0.00913829332883942)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657697669, 0.009138293413055276)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554667478439, 0.00913829337974581)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657482058, 0.009138293332111802)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657256775, 0.009138293330795633)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657208548, 0.009138293328840419)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554656503787, 0.009138293334842618)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554661918034, 0.00913829335278804)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554656968773, 0.009138293358660454)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657421506, 0.00913829332921301)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657419671, 0.009138293329065794)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657438153, 0.009138293329179037)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657443414, 0.009138293329022051)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657343247, 0.009138293334844838)   (rho_normalized calls: 609) 


Obj funtion: (0.536655465724708, 0.009138293288882049)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657367957, 0.009138293327243918)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657465803, 0.009138293328828206)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657394931, 0.00913829332867655)   (rho_normalized calls: 609) 


Obj funtion: (0.536655465739783, 0.0091382933298495)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657706409, 0.009138293335848147)   (rho_normalized calls: 609) 


Obj funtion: (0.5366554657393816, 0.00913829332908378)   (rho_normalized calls: 609) 


Obj funtion: (0.4994879152867836, 0.006009004814130137)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791623499394, 0.006009004805085705)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791600502973, 0.006009004800742235)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879158874785, 0.006009004801202478)   (rho_normalized calls: 651) 


Obj funtion: (0.499487915685633, 0.006009004840073995)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879150003218, 0.006009004755610281)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879247592099, 0.006009003947333669)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152949626, 0.006009004815302921)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152955015, 0.006009004814224728)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879153017989, 0.006009004814395036)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879153271623, 0.006009004813866958)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152951066, 0.0060090048135690854)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791610813176, 0.00600900484957384)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791529224923, 0.006009004815857533)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152696931, 0.006009004814719443)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152584902, 0.006009004815101193)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791520268127, 0.006009004814925445)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879157151968, 0.006009004814020447)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152347866, 0.006009004846791954)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791528609726, 0.006009004814151009)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791528591413, 0.00600900481417771)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152878997, 0.006009004814245877)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152873945, 0.006009004813971652)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152769961, 0.0060090048147866115)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152633417, 0.0060090047933659685)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152807533, 0.006009004812938645)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152905257, 0.006009004813659402)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791528316727, 0.006009004813567642)   (rho_normalized calls: 651) 


Obj funtion: (0.49948791528489356, 0.006009004814330032)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879153101153, 0.0060090048128078055)   (rho_normalized calls: 651) 


Obj funtion: (0.4994879152835458, 0.006009004812607854)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046668976754, 0.005274854794188322)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004676349778, 0.005274854795498829)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004674039981, 0.005274854792563621)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046728769314, 0.005274854780183413)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004670967658, 0.005274854862659828)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004670196112, 0.005274855075620644)   (rho_normalized calls: 651) 


Obj funtion: (0.46180047129818597, 0.0052748546811415276)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046669828445, 0.00527485479413603)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046669855124, 0.00527485479388351)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004667047881, 0.0052748547943021196)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004667299862, 0.005274854793732242)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046669619274, 0.0052748547559932635)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004671855875, 0.005274854809097729)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666956873, 0.0052748547949790225)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666729423, 0.005274854794100059)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046666164476, 0.005274854795684625)   (rho_normalized calls: 651) 


Obj funtion: (0.461800466606549, 0.00527485479267209)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046709025474, 0.005274854786599892)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046669099195, 0.005274854819951991)   (rho_normalized calls: 651) 


Obj funtion: (0.461800466689092, 0.005274854794157902)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666888972, 0.005274854794272088)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666909054, 0.005274854794290018)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046669033237, 0.005274854794122152)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046668028063, 0.005274854792229222)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666464905, 0.005274854785002059)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666835276, 0.005274854793513306)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046669346175, 0.005274854793695771)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666860234, 0.005274854793752448)   (rho_normalized calls: 651) 


Obj funtion: (0.461800466688035, 0.005274854793808292)   (rho_normalized calls: 651) 


Obj funtion: (0.46180046671198915, 0.005274854789397376)   (rho_normalized calls: 651) 


Obj funtion: (0.4618004666907734, 0.005274854792198136)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489311185, 0.0066360526990278945)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854987893156, 0.0066360527222327215)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854964883423, 0.0066360527168617955)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785495280117, 0.006636052667554404)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854929079685, 0.006636052859743502)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785493227478, 0.0066360533298908675)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854507109726, 0.006636054508253719)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854893927565, 0.00663605269616202)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489397754, 0.006636052697830852)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489459375, 0.006636052698578865)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854896715574, 0.006636052697005124)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489103735, 0.006636052588352814)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785487564316, 0.00663605263165018)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854893687385, 0.006636052697927275)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854891431806, 0.006636052697192474)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854890334567, 0.0066360527024772464)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854885345114, 0.0066360526948787135)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785492656236, 0.006636052672535309)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785490686243, 0.0066360527400517455)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854893043217, 0.0066360526988434865)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854893025093, 0.0066360526992046975)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489322298, 0.0066360526990901225)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489314518, 0.0066360526989509006)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854892060187, 0.006636052691816163)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785488638498, 0.006636052704995066)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489251476, 0.006636052699174055)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854893485613, 0.006636052698370254)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854892749, 0.006636052698928696)   (rho_normalized calls: 651) 


Obj funtion: (0.4326785489294754, 0.006636052697849726)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854894803703, 0.0066360526876004244)   (rho_normalized calls: 651) 


Obj funtion: (0.43267854893815055, 0.006636052692022831)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605311968, 0.005456141359849953)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011614791464, 0.0054561413816334725)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011612487484, 0.005456141377039647)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011611277438, 0.005456141332331854)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011608039083, 0.0054561415028608895)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011607973282, 0.005456141899039146)   (rho_normalized calls: 651) 


Obj funtion: (0.43010115862984155, 0.00545614323776733)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605393341, 0.0054561413571815875)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116053985487, 0.005456141358748057)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605460309, 0.005456141359466482)   (rho_normalized calls: 651) 


Obj funtion: (0.430101160563923, 0.005456141358159194)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605186624, 0.005456141263874781)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011603799216, 0.005456141290983596)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116053696346, 0.005456141358788302)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605143938, 0.005456141358160693)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116050343605, 0.005456141362932043)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116045961894, 0.0054561413561809435)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011608631909, 0.005456141333460673)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011606613572, 0.005456141396507408)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605305102, 0.005456141359682698)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116053033004, 0.005456141360010769)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116053231867, 0.005456141359912736)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116053126224, 0.005456141359763134)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116052143577, 0.005456141353573807)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116046908065, 0.0054561413665099034)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116052531044, 0.005456141360106748)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116053493297, 0.005456141359262201)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605275172, 0.005456141359728994)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605300063, 0.005456141358868183)   (rho_normalized calls: 651) 


Obj funtion: (0.43010116054786796, 0.005456141350069443)   (rho_normalized calls: 651) 


Obj funtion: (0.4301011605376001, 0.005456141353341659)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257523084, 0.005380544759403139)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777266968626, 0.005380544781358632)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772646396396, 0.005380544784082175)   (rho_normalized calls: 651) 


Obj funtion: (0.426177726344685, 0.00538054474356886)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777258635515, 0.005380544896815054)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777256753614, 0.005380545115639346)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772568472695, 0.0053805453676757375)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257608638, 0.005380544756757921)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257610551, 0.005380544758276817)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257673339, 0.00538054475866806)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772578000307, 0.005380544757979111)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257699248, 0.005380544696732825)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777256454209, 0.005380544741662885)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772575867896, 0.0053805447577747745)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772573570345, 0.005380544757877637)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772572467855, 0.005380544762063677)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772569274975, 0.005380544754072514)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777260809762, 0.00538054472840116)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772585911345, 0.00538054477427552)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257516339, 0.0053805447592507605)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257514498, 0.005380544759536365)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772575351737, 0.005380544759264694)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257518254, 0.005380544759702788)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257453968, 0.00538054475680122)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772569303836, 0.005380544755164196)   (rho_normalized calls: 651) 


Obj funtion: (0.42617772574623264, 0.005380544759108041)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257559258, 0.005380544759021111)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257481909, 0.005380544760262784)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257524002, 0.005380544757457195)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257693682, 0.005380544750394678)   (rho_normalized calls: 651) 


Obj funtion: (0.4261777257595772, 0.005380544756932837)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540293897, 0.004261805687915121)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975497739094, 0.0042618057164410805)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297547468226, 0.00426180571465945)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297546255585, 0.004261805671458785)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975416632556, 0.004261805786277162)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540544945, 0.0042618061533701845)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975439157266, 0.004261808428505209)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975403751155, 0.004261805684384556)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540380466, 0.004261805686787634)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975404422684, 0.0042618056874413335)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975405734074, 0.0042618056868491405)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540321881, 0.004261805600300705)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297538986526, 0.004261805586281586)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540351717, 0.004261805685549291)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540126007, 0.004261805685787545)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540016585, 0.004261805690045195)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975396723376, 0.0042618056849748065)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297543556874, 0.004261805664261764)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297541470817, 0.004261805730875701)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975402870315, 0.004261805687738429)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540285241, 0.004261805688034193)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540305202, 0.0042618056879292765)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975402930283, 0.00426180568816531)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540212334, 0.004261805681270769)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297539733755, 0.004261805701820109)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540235657, 0.004261805689289244)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975403312455, 0.004261805687718778)   (rho_normalized calls: 651) 


Obj funtion: (0.4284297540256678, 0.004261805688022591)   (rho_normalized calls: 651) 


Obj funtion: (0.428429754028353, 0.004261805686571363)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975404560696, 0.004261805681055497)   (rho_normalized calls: 651) 


Obj funtion: (0.42842975403525535, 0.004261805679898478)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558386112, 0.005383421179795289)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753567831704, 0.005383421201756333)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753565502754, 0.005383421204464223)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753564309929, 0.005383421163918767)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753559500168, 0.005383421317281756)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753557619181, 0.005383421536635957)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753557697761, 0.005383421793230869)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535584716615, 0.005383421177149295)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558473577, 0.005383421178669023)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558536365, 0.0053834211790604325)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558663114, 0.00538342117836943)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558562088, 0.005383421117005793)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535573166987, 0.005383421161852475)   (rho_normalized calls: 651) 


Obj funtion: (0.426175355844981, 0.005383421178168035)   (rho_normalized calls: 651) 


Obj funtion: (0.426175355822006, 0.0053834211782691765)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558109815, 0.005383421182458992)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753557790414, 0.005383421174466829)   (rho_normalized calls: 651) 


Obj funtion: (0.426175356167243, 0.005383421148791534)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535594543837, 0.005383421194743276)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558379368, 0.0053834211796431886)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558377526, 0.005383421179929071)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558398201, 0.005383421179657233)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535583812854, 0.005383421180094938)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558316997, 0.005383421177180048)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753557793305, 0.005383421175591152)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535583253585, 0.005383421179500081)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558422287, 0.005383421179412706)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535583449423, 0.00538342118065388)   (rho_normalized calls: 651) 


Obj funtion: (0.42617535583870203, 0.005383421177849956)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558556681, 0.005383421170782721)   (rho_normalized calls: 651) 


Obj funtion: (0.4261753558458829, 0.005383421177309056)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159086552, 0.004138891563470026)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601685665786, 0.00413889159038805)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660166260904, 0.004138891588532478)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601650485155, 0.004138891546800916)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660160414965, 0.004138891662679556)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159249501, 0.004138892012434836)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660162746067, 0.004138894128669968)   (rho_normalized calls: 651) 


Obj funtion: (0.428466015916778, 0.004138891560149294)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159173119, 0.004138891562381286)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159234932, 0.00413889156302738)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601593648287, 0.004138891562410263)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159123565, 0.0041388914792427345)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660157803971, 0.00413889146864338)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601591443667, 0.004138891561316804)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601589186445, 0.004138891561466351)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660158809207, 0.004138891565613312)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601584676164, 0.004138891560520996)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601623573305, 0.0041388915399298565)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660160252722, 0.004138891603684636)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601590796846, 0.004138891563301161)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601590778904, 0.004138891563589209)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159097853, 0.004138891563488845)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601590855804, 0.004138891563703728)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159005694, 0.004138891557202651)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660158527409, 0.0041388915761897405)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159028281, 0.004138891564689995)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601591239014, 0.004138891563240432)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601590493527, 0.004138891563549962)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601590763983, 0.004138891562150693)   (rho_normalized calls: 651) 


Obj funtion: (0.42846601592492606, 0.0041388915566509255)   (rho_normalized calls: 651) 


Obj funtion: (0.4284660159145388, 0.004138891555933)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435013323907, 0.00538464489387358)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743510778006, 0.005384644915836345)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743508449073, 0.005384644918537518)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743507256225, 0.005384644877979905)   (rho_normalized calls: 651) 


Obj funtion: (0.42617435024471373, 0.0053846450313913)   (rho_normalized calls: 651) 


Obj funtion: (0.4261743500566577, 0.0053846452509691)   (rho_normalized calls: 651) 


